# Transition                      C 1s
# Notes                           
# Creation Comment                
# Energy Mode                     KE
# Start Energy in eV              957.6
# End Energy in eV                983.6
# Energy Step in eV               0.1
# Number Of Sweeps                10
# Dwell Time per Sweep in s       0.3
# Analyser Mode                   CAE
# Pass Energy in eV/Retard Ratio  25
# Magnification                   high
# Divide Voltages By 10           off
# Excitation Source               Mg Ka 1253.6 eV normal
# Excitation Energy in eV         1253.6
# Analyser Workfunction in eV     4.5
# Entrance Slit                   6 x 12 mm
# Exit Slit                       5 x 11 mm
# 
# 
# Kinetic Energy in eV         Counts
# --------------------         ------
957.600                    16337.0000
957.700                    16415.2500
957.800                    16153.5000
957.900                    15926.5000
958.000                    16027.0000
958.100                    16040.0000
958.200                    15893.2500
958.300                    16100.5000
958.400                    16071.2500
958.500                    15883.7500
958.600                    15980.0000
958.700                    16084.5000
958.800                    15835.5000
958.900                    15911.2500
959.000                    15947.5000
959.100                    15721.0000
959.200                    15855.5000
959.300                    15944.0000
959.400                    15892.7500
959.500                    15961.0000
959.600                    16127.5000
959.700                    16061.5000
959.800                    15879.0000
959.900                    15958.0000
960.000                    15713.5000
960.100                    15916.5000
960.200                    15915.2500
960.300                    15914.0000
960.400                    15781.7500
960.500                    15783.5000
960.600                    15880.5000
960.700                    15802.7500
960.800                    15724.0000
960.900                    15915.7500
961.000                    15835.5000
961.100                    15899.0000
961.200                    15817.0000
961.300                    15839.5000
961.400                    15974.5000
961.500                    15916.2500
961.600                    15852.5000
961.700                    15712.7500
961.800                    15969.7500
961.900                    15956.7500
962.000                    15929.5000
962.100                    15806.2500
962.200                    15878.0000
962.300                    15918.5000
962.400                    15921.5000
962.500                    16079.2500
962.600                    16057.5000
962.700                    15937.5000
962.800                    16224.0000
962.900                    16123.0000
963.000                    16084.0000
963.100                    16304.2500
963.200                    16388.7500
963.300                    16421.7500
963.400                    16591.5000
963.500                    16562.5000
963.600                    16695.2500
963.700                    16930.7500
963.800                    16993.2500
963.900                    17078.5000
964.000                    17148.7500
964.100                    17210.2500
964.200                    17241.7500
964.300                    17387.2500
964.400                    17599.7500
964.500                    17420.0000
964.600                    17220.5000
964.700                    17268.7500
964.800                    17101.2500
964.900                    17139.7500
965.000                    16951.7500
965.100                    16857.2500
965.200                    17098.5000
965.300                    16874.0000
965.400                    16773.7500
965.500                    16828.2500
965.600                    16562.2500
965.700                    16774.2500
965.800                    17043.2500
965.900                    17091.5000
966.000                    17170.0000
966.100                    17192.0000
966.200                    17417.7500
966.300                    17802.5000
966.400                    18284.0000
966.500                    18445.5000
966.600                    18604.2500
966.700                    19153.2500
966.800                    19910.7500
966.900                    20418.7500
967.000                    21035.5000
967.100                    22094.5000
967.200                    23216.5000
967.300                    24485.5000
967.400                    25276.0000
967.500                    26937.0000
967.600                    28445.5000
967.700                    30113.5000
967.800                    31841.5000
967.900                    33012.5000
968.000                    34615.7500
968.100                    35243.7500
968.200                    36266.7500
968.300                    36269.2500
968.400                    36310.7500
968.500                    35883.7500
968.600                    34926.0000
968.700                    34190.0000
968.800                    32655.7500
968.900                    30752.5000
969.000                    28899.2500
969.100                    27276.7500
969.200                    25512.2500
969.300                    23902.2500
969.400                    22551.5000
969.500                    21130.5000
969.600                    19831.5000
969.700                    18655.0000
969.800                    18379.0000
969.900                    17827.2500
970.000                    17304.7500
970.100                    17052.5000
970.200                    16413.5000
970.300                    16326.7500
970.400                    16080.7500
970.500                    15966.2500
970.600                    15732.2500
970.700                    15673.7500
970.800                    15647.5000
970.900                    15563.2500
971.000                    15613.0000
971.100                    15524.2500
971.200                    15486.0000
971.300                    15459.5000
971.400                    15352.7500
971.500                    15374.7500
971.600                    15266.0000
971.700                    15365.2500
971.800                    15372.0000
971.900                    15344.0000
972.000                    15160.2500
972.100                    15276.2500
972.200                    15339.0000
972.300                    15363.2500
972.400                    15476.2500
972.500                    15463.2500
972.600                    15313.0000
972.700                    15160.7500
972.800                    15313.7500
972.900                    15412.5000
973.000                    15214.2500
973.100                    15340.7500
973.200                    15548.0000
973.300                    15406.0000
973.400                    15559.7500
973.500                    15436.5000
973.600                    15365.5000
973.700                    15329.7500
973.800                    15112.2500
973.900                    15206.7500
974.000                    15410.7500
974.100                    15437.2500
974.200                    15245.7500
974.300                    15317.7500
974.400                    15580.0000
974.500                    15366.7500
974.600                    15253.7500
974.700                    15305.0000
974.800                    15280.2500
974.900                    15243.0000
975.000                    15287.0000
975.100                    15399.5000
975.200                    15276.2500
975.300                    15372.7500
975.400                    15445.5000
975.500                    15544.5000
975.600                    15583.2500
975.700                    15634.7500
975.800                    15869.2500
975.900                    15864.0000
976.000                    15931.7500
976.100                    16298.7500
976.200                    16129.5000
976.300                    16379.0000
976.400                    16356.0000
976.500                    16704.0000
976.600                    16526.5000
976.700                    16651.7500
976.800                    16365.5000
976.900                    16527.5000
977.000                    16716.7500
977.100                    16626.0000
977.200                    16553.5000
977.300                    16587.2500
977.400                    16540.5000
977.500                    16583.5000
977.600                    16393.0000
977.700                    16469.5000
977.800                    16442.2500
977.900                    16344.7500
978.000                    16215.7500
978.100                    16166.7500
978.200                    16239.0000
978.300                    16096.5000
978.400                    16323.5000
978.500                    16232.0000
978.600                    16293.5000
978.700                    16044.7500
978.800                    15909.0000
978.900                    15962.0000
979.000                    15907.7500
979.100                    15995.0000
979.200                    15825.0000
979.300                    15747.5000
979.400                    15705.0000
979.500                    15556.2500
979.600                    15390.2500
979.700                    15274.2500
979.800                    15113.2500
979.900                    15188.0000
980.000                    15037.0000
980.100                    15035.7500
980.200                    15071.2500
980.300                    14835.0000
980.400                    15039.2500
980.500                    14946.0000
980.600                    14824.0000
980.700                    14731.0000
980.800                    14833.5000
980.900                    14961.0000
981.000                    15078.7500
981.100                    14880.5000
981.200                    14774.7500
981.300                    14872.7500
981.400                    15019.5000
981.500                    14846.0000
981.600                    14922.7500
981.700                    14864.7500
981.800                    14949.0000
981.900                    14934.5000
982.000                    14844.5000
982.100                    14861.7500
982.200                    14881.7500
982.300                    14947.5000
982.400                    14899.0000
982.500                    14863.7500
982.600                    14805.7500
982.700                    15045.2500
982.800                    14981.0000
982.900                    14966.0000
983.000                    14855.5000
983.100                    15063.7500
983.200                    14930.2500
983.300                    14872.7500
983.400                    14878.5000
983.500                    14918.5000
983.600                    15074.0000
